symbol,company_name,sector,source,note
BRIGHOTEL,Brigade Hotel Ventures Limited,Consumer Services,provider,Consumer Cyclical
BSL,BSL Limited,Consumer Services,provider,Consumer Cyclical
BUILDPRO,Shankara Buildpro Limited,Consumer Services,provider,Consumer Cyclical
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Services,provider,Consumer Cyclical
BYKE,The Byke Hospitality Ltd,Consumer Services,provider,Lodging
CANTABIL,Cantabil Retail India Limited,Consumer Services,provider,Consumer Cyclical
CARRARO,Carraro India Limited,Consumer Services,provider,Consumer Cyclical
CARTRADE,Cartrade Tech Limited,Consumer Services,nse_official,Consumer Services
CARYSIL,CARYSIL LIMITED,Consumer Services,provider,Consumer Cyclical
CCHHL,Country Club Hospitality & Holidays Limited,Consumer Services,provider,Consumer Cyclical
CELEBRITY,Celebrity Fashions Limited,Consumer Services,provider,Consumer Cyclical
CENTENKA,Century Enka Limited,Consumer Services,provider,Consumer Cyclical
CHALET,Chalet Hotels Limited,Consumer Services,nse_official,Consumer Services
CHEVIOT,Cheviot Company Limited,Consumer Services,provider,Consumer Cyclical
CLEDUCATE,CL Educate Limited,Consumer Services,provider,Education & Training Services
COFFEEDAY,Coffee Day Enterprises Limited,Consumer Services,provider,Restaurants
COMSYN,Commercial Syn Bags Limited,Consumer Services,provider,Consumer Cyclical
COSMOFIRST,COSMO FIRST LIMITED,Consumer Services,provider,Consumer Cyclical
CRIZAC,Crizac Limited,Consumer Services,nse_official,Consumer Services
DANGEE,Dangee Dums Limited,Consumer Services,provider,Consumer Cyclical
DCMNVL,DCM Nouvelle Limited,Consumer Services,provider,Consumer Cyclical
DELTACORP,Delta Corp Limited,Consumer Services,provider,Consumer Cyclical
DELTAMAGNT,Delta Manufacturing Limited,Consumer Services,provider,Consumer Cyclical
DEVYANI,Devyani International Limited,Consumer Services,nse_official,Consumer Services
DIGIDRIVE,Digidrive Distributors Limited,Consumer Services,provider,Consumer Cyclical
DIGJAMLMTD,Digjam Limited,Consumer Services,provider,Consumer Cyclical
DIVGIITTS,Divgi Torqtransfer Systems Limited,Consumer Services,provider,Consumer Cyclical
DMART,Avenue Supermarts Limited,Consumer Services,nse_official,Consumer Services
DOLLAR,Dollar Industries Limited,Consumer Services,provider,Consumer Cyclical
DONEAR,Donear Industries Limited,Consumer Services,provider,Consumer Cyclical
DPABHUSHAN,D. P. Abhushan Limited,Consumer Services,provider,Consumer Cyclical
EASEMYTRIP,Easy Trip Planners Limited,Consumer Services,provider,Consumer Cyclical
EIHAHOTELS,EIH Associated Hotels Limited,Consumer Services,provider,Consumer Cyclical
EIHOTEL,EIH Limited,Consumer Services,nse_official,Consumer Services
ELGIRUBCO,Elgi Rubber Company Limited,Consumer Services,provider,Consumer Cyclical
EMIL,Electronics Mart India Limited,Consumer Services,nse_official,Consumer Services
ENTERO,Entero Healthcare Solutions Limited,Consumer Services,nse_official,Consumer Services
EPACK,EPACK Durable Limited,Consumer Services,provider,Consumer Cyclical
ETERNAL,ETERNAL LIMITED,Consumer Services,nse_official,Consumer Services
FAZE3Q,Faze Three Limited,Consumer Services,provider,Consumer Cyclical
FEL,Future Enterprises Limited,Consumer Services,provider,Department Stores
FELDVR,Future Enterprises Limited,Consumer Services,provider,Department Stores
FIBERWEB,Fiberweb (India) Limited,Consumer Services,provider,Consumer Cyclical
FILATEX,Filatex India Limited,Consumer Services,provider,Consumer Cyclical
FILATFASH,Filatex Fashions Limited,Consumer Services,manual,
FIRSTCRY,Brainbees Solutions Limited,Consumer Services,nse_official,Consumer Services
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Consumer Services,provider,Consumer Cyclical
GANECOS,Ganesha Ecosphere Limited,Consumer Services,provider,Consumer Cyclical
GARFIBRES,Garware Technical Fibres Limited,Consumer Services,provider,Consumer Cyclical
GHCLTEXTIL,GHCL Textiles Limited,Consumer Services,provider,Consumer Cyclical
GLOBALE,Globale Tessile Limited,Consumer Services,provider,Consumer Cyclical
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,Consumer Services,provider,Consumer Cyclical
GLOSTERLTD,Gloster Limited,Consumer Services,provider,Consumer Cyclical
GNA,GNA Axles Limited,Consumer Services,provider,Consumer Cyclical
GOCOLORS,Go Fashion (India) Limited,Consumer Services,provider,Consumer Cyclical
GOLDIAM,Goldiam International Limited,Consumer Services,provider,Consumer Cyclical
GOODYEAR,Goodyear India Limited,Consumer Services,provider,Consumer Cyclical
GRAVISSHO,Graviss Hospitality Limited,Consumer Services,manual,
GREENLAM,Greenlam Industries Limited,Consumer Services,provider,Consumer Cyclical
GRPLTD,GRP Limited,Consumer Services,provider,Consumer Cyclical
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,Consumer Services,provider,Education & Training Services
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Consumer Services,provider,Consumer Cyclical
HAWKINCOOK,Hawkins Cookers Limited,Consumer Services,provider,Consumer Cyclical
HIMATSEIDE,Himatsingka Seide Limited,Consumer Services,provider,Consumer Cyclical
HINDCOMPOS,Hindustan Composites Limited,Consumer Services,provider,Consumer Cyclical
HINDWAREAP,Hindware Home Innovation Limited,Consumer Services,provider,Consumer Cyclical
HLVLTD,HLV LIMITED,Consumer Services,provider,Consumer Cyclical
HUHTAMAKI,Huhtamaki India Limited,Consumer Services,provider,Consumer Cyclical
IGARASHI,Igarashi Motors India Limited,Consumer Services,provider,Consumer Cyclical
IMPAL,India Motor Parts and Accessories Limited,Consumer Services,provider,Consumer Cyclical
INDHOTEL,The Indian Hotels Company Limited,Consumer Services,nse_official,Consumer Services
INDIAMART,Indiamart Intermesh Limited,Consumer Services,nse_official,Consumer Services
INDIANCARD,Indian Card Clothing Company Limited,Consumer Services,provider,Consumer Cyclical
INDNIPPON,India Nippon Electricals Limited,Consumer Services,provider,Consumer Cyclical
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Services,provider,Consumer Cyclical
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Services,provider,Consumer Cyclical
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Consumer Services,nse_official,Consumer Services
IRISDOREME,Iris Clothings Limited,Consumer Services,provider,Consumer Cyclical
ISFT,Intrasoft Technologies Limited,Consumer Services,provider,Consumer Cyclical
ITCHOTELS,ITC Hotels Limited,Consumer Services,nse_official,Consumer Services
ITDC,India Tourism Development Corporation Limited,Consumer Services,provider,Consumer Cyclical
IXIGO,Le Travenues Technology Limited,Consumer Services,nse_official,Consumer Services
JAIPURKURT,Nandani Creation Limited,Consumer Services,provider,Consumer Cyclical
JAYBARMARU,Jay Bharat Maruti Limited,Consumer Services,provider,Consumer Cyclical
JINDALPOLY,Jindal Poly Films Limited,Consumer Services,provider,Consumer Cyclical
JINDWORLD,Jindal Worldwide Limited,Consumer Services,provider,Consumer Cyclical
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Services,provider,Consumer Cyclical
JSLL,Jeena Sikho Lifecare Limited,Consumer Services,nse_official,Consumer Services
JUBLFOOD,Jubilant Foodworks Limited,Consumer Services,nse_official,Consumer Services
JUNIPER,Juniper Hotels Limited,Consumer Services,manual,
JUSTDIAL,Just Dial Limited,Consumer Services,nse_official,Consumer Services
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Services,provider,Consumer Cyclical
KAMATHOTEL,Kamat Hotels (I) Limited,Consumer Services,provider,Consumer Cyclical
KEEPLEARN,DSJ Keep Learning Limited,Consumer Services,manual,
KHADIM,Khadim India Limited,Consumer Services,provider,Footwear & Accessories
KKCL,Kewal Kiran Clothing Limited,Consumer Services,manual,
KSR,KSR Footwear Limited,Consumer Services,manual,
LAGNAM,Lagnam Spintex Limited,Consumer Services,provider,Consumer Cyclical
LAL,Lorenzini Apparels Limited,Consumer Services,manual,
LAMBODHARA,Lambodhara Textiles Limited,Consumer Services,provider,Consumer Cyclical
LANDMARK,Landmark Cars Limited,Consumer Services,provider,Consumer Cyclical
LEMERITE,Le Merite Exports Limited,Consumer Services,provider,Consumer Cyclical
LEMONTREE,Lemon Tree Hotels Limited,Consumer Services,nse_official,Consumer Services
LENSKART,Lenskart Solutions Limited,Consumer Services,nse_official,Consumer Services
LGBBROSLTD,LG Balakrishnan & Bros Limited,Consumer Services,provider,Consumer Cyclical
LIBERTSHOE,Liberty Shoes Limited,Consumer Services,provider,Consumer Cyclical
LOVABLE,Lovable Lingerie Limited,Consumer Services,provider,Consumer Cyclical
LUXIND,Lux Industries Limited,Consumer Services,provider,Consumer Cyclical
MANYAVAR,Vedant Fashions Limited,Consumer Services,nse_official,Consumer Services
MCCHRLS-B,Mac Charles India Limited,Consumer Services,manual,
MEDPLUS,Medplus Health Services Limited,Consumer Services,nse_official,Consumer Services
MEESHO,Meesho Limited,Consumer Services,nse_official,Consumer Services
MENNPIS,Menon Pistons Limited,Consumer Services,provider,Consumer Cyclical
METROBRAND,Metro Brands Limited,Consumer Services,manual,
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Services,provider,Consumer Cyclical
MIRZAINT,Mirza International Limited,Consumer Services,manual,
MITTAL,Mittal Life Style Limited,Consumer Services,manual,
MOKSH,Moksh Ornaments Limited,Consumer Services,manual,
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Services,provider,Consumer Cyclical
MONTECARLO,Monte Carlo Fashions Limited,Consumer Services,provider,Consumer Cyclical
MOTISONS,Motisons Jewellers Limited,Consumer Services,manual,
MTEDUCARE,MT Educare Limited,Consumer Services,provider,Education & Training Services
MUFTI,Credo Brands Marketing Limited,Consumer Services,provider,Consumer Cyclical
MUNJALSHOW,Munjal Showa Limited,Consumer Services,provider,Consumer Cyclical
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Consumer Services,provider,Consumer Cyclical
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Services,provider,Consumer Cyclical
NAHARPOLY,Nahar Poly Films Limited,Consumer Services,provider,Consumer Cyclical
NAUKRI,Info Edge (India) Limited,Consumer Services,nse_official,Consumer Services
NAVNETEDUL,Navneet Education Limited,Consumer Services,manual,
NDRAUTO,Ndr Auto Components Limited,Consumer Services,provider,Consumer Cyclical
NYKAA,FSN E-Commerce Ventures Limited,Consumer Services,nse_official,Consumer Services
ORIENTHOT,Oriental Hotels Limited,Consumer Services,manual,
OSIAHYPER,Osia Hyper Retail Limited,Consumer Services,provider,Department Stores
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Consumer Services,manual,
PATELRMART,Patel Retail Limited,Consumer Services,provider,Consumer Cyclical
PILITA,PIL ITALICA LIFESTYLE LIMITED,Consumer Services,manual,
PNGSREVA,PNGS Reva Diamond Jewellery Limited,Consumer Services,manual,
PRAVEG,Praveg Limited,Consumer Services,manual,
PRAXIS,Praxis Home Retail Limited,Consumer Services,manual,
PREMCO,Premco Global Limited,Consumer Services,provider,Consumer Cyclical
PWL,Physicswallah Limited,Consumer Services,nse_official,Consumer Services
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Services,manual,
RAJESHEXPO,Rajesh Exports Limited,Consumer Services,provider,Luxury Goods
RBA,Restaurant Brands Asia Limited,Consumer Services,nse_official,Consumer Services
RBZJEWEL,RBZ Jewellers Limited,Consumer Services,manual,
RGL,Renaissance Global Limited,Consumer Services,provider,Consumer Cyclical
RHL,Robust Hotels Limited,Consumer Services,manual,
ROHLTD,Royal Orchid Hotels Limited,Consumer Services,manual,
RTNINDIA,RattanIndia Enterprises Limited,Consumer Services,nse_official,Consumer Services
RUPA,Rupa & Company Limited,Consumer Services,provider,Consumer Cyclical
SALONA,Salona Cotspin Limited,Consumer Services,provider,Consumer Cyclical
SAMHI,Samhi Hotels Limited,Consumer Services,nse_official,Consumer Services
SANDHAR,Sandhar Technologies Limited,Consumer Services,provider,Consumer Cyclical
SAPPHIRE,Sapphire Foods India Limited,Consumer Services,nse_official,Consumer Services
SAYAJIHOTL,Sayaji Hotels Limited,Consumer Services,manual,
SEIL,Shanti Educational Initiatives Limited,Consumer Services,manual,
SELMC,SEL Manufacturing Company Limited,Consumer Services,provider,Consumer Cyclical
SHANTIGOLD,Shanti Gold International Limited,Consumer Services,provider,Consumer Cyclical
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Services,provider,Consumer Cyclical
SHOPERSTOP,Shoppers Stop Limited,Consumer Services,manual,
SHREERAMA,Shree Rama Multi-Tech Limited,Consumer Services,provider,Consumer Cyclical
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Services,provider,Consumer Cyclical
SIL,Standard Industries Limited,Consumer Services,provider,Consumer Cyclical
SILGO,Silgo Retail Limited,Consumer Services,manual,
SINCLAIR,Sinclairs Hotels Limited,Consumer Services,manual,
SPAL,S. P. Apparels Limited,Consumer Services,manual,
SPECIALITY,Speciality Restaurants Limited,Consumer Services,provider,Restaurants
SPENCERS,Spencer's Retail Limited,Consumer Services,manual,
SREEL,Sreeleathers Limited,Consumer Services,manual,
SRTL,Shree Ram Twistex Limited,Consumer Services,provider,Consumer Cyclical
SSDL,Saraswati Saree Depot Limited,Consumer Services,manual,
STANLEY,Stanley Lifestyles Limited,Consumer Services,manual,
STYLEBAAZA,Baazar Style Retail Limited,Consumer Services,manual,
SUNDRMFAST,Sundram Fasteners Limited,Consumer Services,provider,Consumer Cyclical
SUNDROP,Sundrop Brands Limited,Consumer Services,manual,
SUPERHOUSE,Superhouse Limited,Consumer Services,manual,
SUPREME,Supreme Holdings & Hospitality (India) Limited,Consumer Services,manual,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Services,provider,Consumer Cyclical
SWIGGY,Swiggy Limited,Consumer Services,nse_official,Consumer Services
TAJGVK,Taj GVK Hotels & Resorts Limited,Consumer Services,manual,
TBOTEK,TBO Tek Limited,Consumer Services,nse_official,Consumer Services
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Services,manual,
TGBHOTELS,TGB Banquets And Hotels Limited,Consumer Services,manual,
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Services,nse_official,Consumer Services
THOMASCOOK,Thomas Cook  (India)  Limited,Consumer Services,nse_official,Consumer Services
THOMASCOTT,Thomas Scott (India) Limited,Consumer Services,manual,
TRAVELFOOD,Travel Food Services Limited,Consumer Services,nse_official,Consumer Services
TRENT,Trent Limited,Consumer Services,nse_official,Consumer Services
TTKPRESTIG,TTK Prestige Limited,Consumer Services,provider,Consumer Cyclical
UFBL,United Foodbrands Limited,Consumer Services,provider,Restaurants
AMIRCHAND,,Delisted / Renamed,non_equity,not on NSE list
ASHIKA,,Delisted / Renamed,non_equity,not on NSE list
AURIGROW,,Delisted / Renamed,non_equity,not on NSE list
AVAILFC,,Delisted / Renamed,non_equity,not on NSE list
CIGNITITEC,,Delisted / Renamed,non_equity,not on NSE list
GSPL,,Delisted / Renamed,non_equity,not on NSE list
GUJGASLTD,,Delisted / Renamed,non_equity,not on NSE list
JBCHEPHARM,,Delisted / Renamed,non_equity,not on NSE list
LYPSAGEMS,,Delisted / Renamed,non_equity,not on NSE list
MAHAPE-RE,,Delisted / Renamed,non_equity,not on NSE list
MIRCELECTR,,Delisted / Renamed,non_equity,not on NSE list
NAGAFERT,,Delisted / Renamed,non_equity,not on NSE list
OMKARCHEM,,Delisted / Renamed,non_equity,not on NSE list
ORTEL,,Delisted / Renamed,non_equity,not on NSE list
SANCO,,Delisted / Renamed,non_equity,not on NSE list
SASTASUNDR,,Delisted / Renamed,non_equity,not on NSE list
3MINDIA,3M India Limited,Diversified,nse_official,Diversified
DCMSHRIRAM,DCM Shriram Limited,Diversified,nse_official,Diversified
GODREJIND,Godrej Industries Limited,Diversified,nse_official,Diversified
LANDSMILL,Landsmill Green Limited,Diversified,provider,Conglomerates
METROGLOBL,Metroglobal Limited,Diversified,provider,Conglomerates
ROSSELLIND,Rossell India Limited,Diversified,provider,Conglomerates
RPSGVENT,RPSG VENTURES LIMITED,Diversified,manual,
AAKASH,Aakash Exploration Services Limited,Energy,provider,Energy
AEGISLOG,Aegis Logistics Limited,Energy,nse_official,Oil Gas & Consumable Fuels
AEGISVOPAK,Aegis Vopak Terminals Limited,Energy,nse_official,Oil Gas & Consumable Fuels
ALPHAGEO,Alphageo (India) Limited,Energy,provider,Oil & Gas Equipment & Services
ANMOL,Anmol India Limited,Energy,provider,Energy
ANTELOPUS,Antelopus Selan Energy Limited,Energy,provider,Energy
ASIANENE,Asian Energy Services Limited,Energy,provider,Energy
ATGL,Adani Total Gas Limited,Energy,nse_official,Oil Gas & Consumable Fuels
BPCL,Bharat Petroleum Corporation Limited,Energy,nse_official,Oil Gas & Consumable Fuels
CASTROLIND,Castrol India Limited,Energy,nse_official,Oil Gas & Consumable Fuels
CHENNPETRO,Chennai Petroleum Corporation Limited,Energy,nse_official,Oil Gas & Consumable Fuels
COALINDIA,Coal India Limited,Energy,nse_official,Oil Gas & Consumable Fuels
CONFIPET,Confidence Petroleum India Limited,Energy,provider,Energy
DEEPINDS,Deep Industries Limited,Energy,provider,Energy
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Energy,provider,Energy
GAIL,GAIL (India) Limited,Energy,nse_official,Oil Gas & Consumable Fuels
GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,provider,Energy
GNRL,Gujarat Natural Resources Limited,Energy,provider,Energy
GULFPETRO,GP Petroleums Limited,Energy,provider,Oil & Gas Refining & Marketing
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,provider,Energy
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,nse_official,Oil Gas & Consumable Fuels
IGL,Indraprastha Gas Limited,Energy,nse_official,Oil Gas & Consumable Fuels
IOC,Indian Oil Corporation Limited,Energy,nse_official,Oil Gas & Consumable Fuels
JINDRILL,Jindal Drilling And Industries Limited,Energy,provider,Energy
KARMAENG,Karma Energy Limited,Energy,manual,
KECL,Kirloskar Electric Company Limited,Energy,manual,
KOTHARIPET,Kothari Petrochemicals Limited,Energy,manual,
KPEL,K.P. Energy Limited,Energy,manual,
MACPOWER,Macpower CNC Machines Limited,Energy,manual,
MAGADSUGAR,Magadh Sugar & Energy Limited,Energy,manual,
MANALIPETC,Manali Petrochemicals Limited,Energy,manual,
MARINE,Marine Electricals (India) Limited,Energy,manual,
MEIL,Mangal Electrical Industries Limited,Energy,manual,
MGL,Mahanagar Gas Limited,Energy,nse_official,Oil Gas & Consumable Fuels
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,nse_official,Oil Gas & Consumable Fuels
MSPL,MSP Steel & Power Limited,Energy,manual,
OIL,Oil India Limited,Energy,nse_official,Oil Gas & Consumable Fuels
OILCOUNTUB,Oil Country Tubular Limited,Energy,provider,Oil & Gas Equipment & Services
ONGC,Oil & Natural Gas Corporation Limited,Energy,nse_official,Oil Gas & Consumable Fuels
ORIENTELEC,Orient Electric Limited,Energy,manual,
PANAMAPET,Panama Petrochem Limited,Energy,manual,
PARASPETRO,Paras Petrofils Limited,Energy,manual,
PETRONET,Petronet LNG Limited,Energy,nse_official,Oil Gas & Consumable Fuels
PIGL,Power & Instrumentation (Gujarat) Limited,Energy,manual,
PRABHA,Prabha Energy Limited,Energy,manual,
RELIANCE,Reliance Industries Limited,Energy,nse_official,Oil Gas & Consumable Fuels
RELTD,Ravindra Energy Limited,Energy,manual,
ROML,Raj Oil Mills Limited,Energy,manual,
SERVOTECH,Servotech Renewable Power System Limited,Energy,manual,
SOLEX,Solex Energy Limited,Energy,manual,
SOUTHWEST,South West Pinnacle Exploration Limited,Energy,provider,Energy
SPIC,Southern Petrochemicals Industries Corporation  Limited,Energy,manual,
SURANASOL,Surana Solar Limited,Energy,manual,
TARAPUR,Tarapur Transformers Limited,Energy,manual,
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Energy,manual,
TRUALT,TruAlt Bioenergy Limited,Energy,manual,
UEL,Ujaas Energy Limited,Energy,manual,
ABDL,Allied Blenders and Distillers Limited,FMCG,nse_official,Fast Moving Consumer Goods
ADFFOODS,ADF Foods Limited,FMCG,provider,Consumer Defensive
AGRITECH,Agri-Tech (India) Limited,FMCG,manual,
AJOONI,Ajooni Biotech Limited,FMCG,provider,Consumer Defensive
ALLTIME,All Time Plastics Limited,FMCG,provider,Consumer Defensive
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,FMCG,provider,Consumer Defensive
ANIKINDS,Anik Industries Limited,FMCG,provider,Consumer Defensive
APEX,Apex Frozen Foods Limited,FMCG,provider,Consumer Defensive
ASALCBR,Associated Alcohols & Breweries Ltd.,FMCG,provider,Consumer Defensive
ASPINWALL,Aspinwall and Company Limited,FMCG,provider,Consumer Defensive
AVADHSUGAR,Avadh Sugar & Energy Limited,FMCG,provider,Consumer Defensive
AVANTIFEED,Avanti Feeds Limited,FMCG,nse_official,Fast Moving Consumer Goods
AWL,AWL Agri Business Limited,FMCG,nse_official,Fast Moving Consumer Goods
BAJAJCON,Bajaj Consumer Care Limited,FMCG,provider,Consumer Defensive
BAJAJHIND,Bajaj Hindusthan Sugar Limited,FMCG,provider,Consumer Defensive
BALRAMCHIN,Balrampur Chini Mills Limited,FMCG,nse_official,Fast Moving Consumer Goods
BANARISUG,Bannari Amman Sugars Limited,FMCG,provider,Consumer Defensive
BBTC,The Bombay Burmah Trading Corporation Limited,FMCG,nse_official,Fast Moving Consumer Goods
BCLIND,Bcl Industries Limited,FMCG,provider,Consumer Defensive
BECTORFOOD,Mrs. Bectors Food Specialities Limited,FMCG,nse_official,Fast Moving Consumer Goods
BIKAJI,Bikaji Foods International Limited,FMCG,nse_official,Fast Moving Consumer Goods
BNAGROCHEM,BN Agrochem Limited,FMCG,provider,Consumer Defensive
BNALTD,B & A Limited,FMCG,provider,Packaged Foods
BRITANNIA,Britannia Industries Limited,FMCG,nse_official,Fast Moving Consumer Goods
CCL,CCL Products (India) Limited,FMCG,nse_official,Fast Moving Consumer Goods
CLSEL,Chaman Lal Setia Exports Limited,FMCG,provider,Consumer Defensive
COASTCORP,Coastal Corporation Limited,FMCG,provider,Consumer Defensive
COLPAL,Colgate Palmolive (India) Limited,FMCG,nse_official,Fast Moving Consumer Goods
COMPUSOFT,Compucom Software Limited,FMCG,provider,Consumer Defensive
CPEDU,Career Point Edutech Limited,FMCG,provider,Consumer Defensive
CUPID,Cupid Limited,FMCG,nse_official,Fast Moving Consumer Goods
DABUR,Dabur India Limited,FMCG,nse_official,Fast Moving Consumer Goods
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,FMCG,provider,Consumer Defensive
DAVANGERE,Davangere Sugar Company Limited,FMCG,provider,Consumer Defensive
DBOL,Dhampur Bio Organics Limited,FMCG,provider,Consumer Defensive
DCMSRIND,DCM Shriram Industries Limited,FMCG,provider,Consumer Defensive
DHAMPURSUG,Dhampur Sugar Mills Limited,FMCG,provider,Consumer Defensive
DIAMONDYD,Prataap Snacks Limited,FMCG,provider,Consumer Defensive
DODLA,Dodla Dairy Limited,FMCG,provider,Consumer Defensive
DOMS,DOMS Industries Limited,FMCG,nse_official,Fast Moving Consumer Goods
DTIL,Dhunseri Tea & Industries Limited,FMCG,provider,Consumer Defensive
DWARKESH,Dwarikesh Sugar Industries Limited,FMCG,provider,Consumer Defensive
EIDPARRY,EID Parry India Limited,FMCG,nse_official,Fast Moving Consumer Goods
EIFFL,Euro India Fresh Foods Limited,FMCG,provider,Packaged Foods
ELITECON,Elitecon International Limited,FMCG,provider,Consumer Defensive
EMAMILTD,Emami Limited,FMCG,nse_official,Fast Moving Consumer Goods
FOODSIN,Foods & Inns Limited,FMCG,provider,Consumer Defensive
GAEL,Gujarat Ambuja Exports Limited,FMCG,nse_official,Fast Moving Consumer Goods
GANESHCP,Ganesh Consumer Products Limited,FMCG,provider,Consumer Defensive
GANGESSECU,Ganges Securities Limited,FMCG,provider,Consumer Defensive
GILLANDERS,Gillanders Arbuthnot & Company Limited,FMCG,provider,Consumer Defensive
GILLETTE,Gillette India Limited,FMCG,nse_official,Fast Moving Consumer Goods
GLOBAL,Global Education Limited,FMCG,provider,Consumer Defensive
GLOBUSSPR,Globus Spirits Limited,FMCG,provider,Consumer Defensive
GMBREW,GM Breweries Limited,FMCG,provider,Consumer Defensive
GODFRYPHLP,Godfrey Phillips India Limited,FMCG,nse_official,Fast Moving Consumer Goods
GODREJAGRO,Godrej Agrovet Limited,FMCG,nse_official,Fast Moving Consumer Goods
GODREJCP,Godrej Consumer Products Limited,FMCG,nse_official,Fast Moving Consumer Goods
GOKUL,Gokul Refoils and Solvent Limited,FMCG,provider,Consumer Defensive
GOKULAGRO,Gokul Agro Resources Limited,FMCG,nse_official,Fast Moving Consumer Goods
GOLDENTOBC,Golden Tobacco Limited,FMCG,provider,Tobacco
GOPAL,Gopal Snacks Limited,FMCG,provider,Consumer Defensive
GRMOVER,GRM Overseas Limited,FMCG,provider,Consumer Defensive
GROBTEA,The Grob Tea Company Limited,FMCG,provider,Consumer Defensive
HALDER,Halder Venture Limited,FMCG,provider,Consumer Defensive
HARRMALAYA,Harrisons  Malayalam Limited,FMCG,provider,Consumer Defensive
HATSUN,Hatsun Agro Product Limited,FMCG,provider,Consumer Defensive
HERITGFOOD,Heritage Foods Limited,FMCG,nse_official,Fast Moving Consumer Goods
HINDUNILVR,Hindustan Unilever Limited,FMCG,nse_official,Fast Moving Consumer Goods
HMAAGRO,HMA Agro Industries Limited,FMCG,provider,Consumer Defensive
HONASA,Honasa Consumer Limited,FMCG,nse_official,Fast Moving Consumer Goods
IFBAGRO,IFB Agro Industries Limited,FMCG,provider,Consumer Defensive
INDIAGLYCO,India Glycols Limited,FMCG,nse_official,Fast Moving Consumer Goods
ITC,ITC Limited,FMCG,nse_official,Fast Moving Consumer Goods
JARO,Jaro Institute of Technology Management and Research Limited,FMCG,provider,Consumer Defensive
JAYSREETEA,Jayshree Tea & Industries Limited,FMCG,provider,Consumer Defensive
JHS,JHS Svendgaard Laboratories Limited,FMCG,provider,Consumer Defensive
JUBLCPL,Jubilant Agri and Consumer Products Limited,FMCG,manual,
JYOTHYLAB,Jyothy Labs Limited,FMCG,nse_official,Fast Moving Consumer Goods
KCPSUGIND,KCP Sugar and Industries Corporation Limited,FMCG,provider,Confectioners
KMSUGAR,K.M.Sugar Mills Limited,FMCG,manual,
KNAGRI,KN Agri Resources Limited,FMCG,manual,
KOHINOOR,Kohinoor Foods Limited,FMCG,manual,
KRBL,KRBL Limited,FMCG,nse_official,Fast Moving Consumer Goods
KRISHIVAL,Krishival Foods Limited,FMCG,manual,
KRITINUT,Kriti Nutrients Limited,FMCG,manual,
KSCL,Kaveri Seed Company Limited,FMCG,nse_official,Fast Moving Consumer Goods
KWIL,Kwality Wall's (India) Limited,FMCG,manual,
LIBAS,Libas Consumer Products Limited,FMCG,manual,
LTFOODS,LT Foods Limited,FMCG,nse_official,Fast Moving Consumer Goods
MANORAMA,Manorama Industries Limited,FMCG,nse_official,Fast Moving Consumer Goods
MARICO,Marico Limited,FMCG,nse_official,Fast Moving Consumer Goods
MAWANASUG,Mawana Sugars Limited,FMCG,provider,Consumer Defensive
MBAPL,Madhya Bharat Agro Products Limited,FMCG,manual,
MCLEODRUSS,Mcleod Russel India Limited,FMCG,manual,
MEGASTAR,Megastar Foods Limited,FMCG,manual,
MGEL,Mangalam Global Enterprise Limited,FMCG,provider,Farm Products
MKPL,M K Proteins Limited,FMCG,manual,
MODINATUR,Modi Naturals Limited,FMCG,provider,Packaged Foods
MUKKA,Mukka Proteins Limited,FMCG,manual,
NATHBIOGEN,Nath Bio-Genes (India) Limited,FMCG,manual,
NDGL,Naga Dhunseri Group Limited,FMCG,manual,
NESTLEIND,Nestle India Limited,FMCG,nse_official,Fast Moving Consumer Goods
NGIL,Nakoda Group of Industries Limited,FMCG,provider,Consumer Defensive
