symbol,company_name,sector,source,note
SHINDL,Sharat Industries Limited,Capital Goods,manual,
SHREYANIND,Shreyans Industries Limited,Capital Goods,manual,
SHYAMMETL,Shyam Metalics and Energy Limited,Capital Goods,nse_official,Capital Goods
SIEMENS,Siemens Limited,Capital Goods,nse_official,Capital Goods
SIGACHI,Sigachi Industries Limited,Capital Goods,manual,
SIGIND,Signet Industries Limited,Capital Goods,provider,Industrials
SIS,SIS LIMITED,Capital Goods,provider,Industrials
SKFINDUS,SKF India (Industrial) Limited,Capital Goods,nse_official,Capital Goods
SKIPPER,Skipper Limited,Capital Goods,nse_official,Capital Goods
SMLMAH,SML Mahindra Limited,Capital Goods,nse_official,Capital Goods
SOMANYCERA,Somany Ceramics Limited,Capital Goods,provider,Industrials
SOMATEX,Soma Textiles & Industries Limited,Capital Goods,manual,
SOMICONVEY,Somi Conveyor Beltings Limited,Capital Goods,manual,
SPECTRUM,Spectrum Electrical Industries Limited,Capital Goods,provider,Electrical Equipment & Parts
SPLIL,SPL Industries Limited,Capital Goods,manual,
STERTOOLS,Sterling Tools Limited,Capital Goods,provider,Tools & Accessories
STYLAMIND,Stylam Industries Limited,Capital Goods,manual,
SUBROS,Subros Limited,Capital Goods,nse_official,Capital Goods
SUMEETINDS,Sumeet Industries Limited,Capital Goods,manual,
SUPREMEIND,Supreme Industries Limited,Capital Goods,nse_official,Capital Goods
SURYAROSNI,Surya Roshni Limited,Capital Goods,nse_official,Capital Goods
SUZLON,Suzlon Energy Limited,Capital Goods,nse_official,Capital Goods
SWANDEF,Swan Defence and Heavy Industries Limited,Capital Goods,provider,Aerospace & Defense
SYRMA,Syrma SGS Technology Limited,Capital Goods,nse_official,Capital Goods
TARIL,Transformers And Rectifiers (India) Limited,Capital Goods,nse_official,Capital Goods
TDPOWERSYS,TD Power Systems Limited,Capital Goods,nse_official,Capital Goods
TEGA,Tega Industries Limited,Capital Goods,nse_official,Capital Goods
TEMBO,Tembo Global Industries Limited,Capital Goods,manual,
TEXMOPIPES,Texmo Pipes and Products Limited,Capital Goods,provider,Building Products & Equipment
TEXRAIL,Texmaco Rail & Engineering Limited,Capital Goods,nse_official,Capital Goods
THERMAX,Thermax Limited,Capital Goods,nse_official,Capital Goods
TIIL,Technocraft Industries (India) Limited,Capital Goods,manual,
TIJARIA,Tijaria Polypipes Limited,Capital Goods,provider,Building Products & Equipment
TIL,TIL Limited,Capital Goods,provider,Farm & Heavy Construction Machinery
TIMETECHNO,Time Technoplast Limited,Capital Goods,nse_official,Capital Goods
TIMKEN,Timken India Limited,Capital Goods,nse_official,Capital Goods
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Capital Goods,nse_official,Capital Goods
TMCV,Tata Motors Limited,Capital Goods,nse_official,Capital Goods
TRANSRAILL,Transrail Lighting Limited,Capital Goods,nse_official,Capital Goods
TRF,TRF Limited,Capital Goods,provider,Industrials
TRITURBINE,Triveni Turbine Limited,Capital Goods,nse_official,Capital Goods
ACC,ACC Limited,Cement,nse_official,Construction Materials
AMBUJACEM,Ambuja Cements Limited,Cement,nse_official,Construction Materials
BIRLACORPN,Birla Corporation Limited,Cement,nse_official,Construction Materials
DALBHARAT,Dalmia Bharat Limited,Cement,nse_official,Construction Materials
GRASIM,Grasim Industries Limited,Cement,nse_official,Construction Materials
INDIACEM,The India Cements Limited,Cement,nse_official,Construction Materials
JKCEMENT,JK Cement Limited,Cement,nse_official,Construction Materials
JKLAKSHMI,JK Lakshmi Cement Limited,Cement,nse_official,Construction Materials
JSWCEMENT,JSW Cement Limited,Cement,nse_official,Construction Materials
KESORAMIND,Kesoram Industries Limited,Cement,provider,Building Materials
NAVKARURB,Navkar Urbanstructure Limited,Cement,provider,Building Materials
NUVOCO,Nuvoco Vistas Corporation Limited,Cement,nse_official,Construction Materials
ORIENTCEM,Orient Cement Limited,Cement,nse_official,Construction Materials
PRSMJOHNSN,Prism Johnson Limited,Cement,nse_official,Construction Materials
RAMCOCEM,The Ramco Cements Limited,Cement,nse_official,Construction Materials
SHREECEM,SHREE CEMENT LIMITED,Cement,nse_official,Construction Materials
STARCEMENT,Star Cement Limited,Cement,nse_official,Construction Materials
ULTRACEMCO,UltraTech Cement Limited,Cement,nse_official,Construction Materials
20MICRONS,20 Microns Limited,Chemicals,provider,Basic Materials
AARTIIND,Aarti Industries Limited,Chemicals,nse_official,Chemicals
AARTISURF,Aarti Surfactants Limited,Chemicals,provider,Specialty Chemicals
ABMINTLLTD,ABM International Limited,Chemicals,provider,Specialty Chemicals
ACI,Archean Chemical Industries Limited,Chemicals,nse_official,Chemicals
ACL,Andhra Cements Limited,Chemicals,provider,Basic Materials
ADVANCE,Advance Agrolife Limited,Chemicals,provider,Basic Materials
AEROENTER,Aeroflex Enterprises Limited,Chemicals,provider,Basic Materials
AETHER,Aether Industries Limited,Chemicals,nse_official,Chemicals
AGARIND,Agarwal Industrial Corporation Limited,Chemicals,provider,Basic Materials
AGROPHOS,Agro Phos India Limited,Chemicals,provider,Basic Materials
AKSHARCHEM,AksharChem India Limited,Chemicals,provider,Specialty Chemicals
ALKALI,Alkali Metals Limited,Chemicals,provider,Specialty Chemicals
ALKYLAMINE,Alkyl Amines Chemicals Limited,Chemicals,nse_official,Chemicals
AMNPLST,Amines & Plasticizers Limited,Chemicals,provider,Basic Materials
ANDHRAPAP,ANDHRA PAPER LIMITED,Chemicals,provider,Basic Materials
ANDHRSUGAR,The Andhra Sugars Limited,Chemicals,provider,Basic Materials
ANURAS,Anupam Rasayan India Limited,Chemicals,nse_official,Chemicals
APCL,Anjani Portland Cement Limited,Chemicals,provider,Basic Materials
APCOTEXIND,Apcotex Industries Limited,Chemicals,provider,Basic Materials
ARCHIDPLY,Archidply Industries Limited,Chemicals,provider,Basic Materials
ARENTERP,Rajdarshan Industries Limited,Chemicals,provider,Basic Materials
ARFIN,Arfin India Limited,Chemicals,provider,Basic Materials
ARIES,Aries Agro Limited,Chemicals,provider,Basic Materials
ARVEE,Arvee Laboratories (India) Limited,Chemicals,provider,Basic Materials
ASAHISONG,Asahi Songwon Colors Limited,Chemicals,provider,Specialty Chemicals
ASHOKAMET,Ashoka Metcast Limited,Chemicals,provider,Basic Materials
ASTEC,Astec LifeSciences Limited,Chemicals,provider,Basic Materials
ATUL,Atul Limited,Chemicals,nse_official,Chemicals
AVTNPL,AVT Natural Products Limited,Chemicals,provider,Basic Materials
BALAMINES,Balaji Amines Limited,Chemicals,nse_official,Chemicals
BANSALWIRE,Bansal Wire Industries Limited,Chemicals,provider,Basic Materials
BASF,BASF India Limited,Chemicals,provider,Basic Materials
BAYERCROP,Bayer Cropscience Limited,Chemicals,nse_official,Chemicals
BEDMUTHA,Bedmutha Industries Limited,Chemicals,provider,Basic Materials
BEEKAY,Beekay Steel Industries Limited,Chemicals,provider,Basic Materials
BEPL,Bhansali Engineering Polymers Limited,Chemicals,provider,Basic Materials
BESTAGRO,Best Agrolife Limited,Chemicals,provider,Basic Materials
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Chemicals,provider,Basic Materials
BHAGERIA,Bhageria Industries Limited,Chemicals,provider,Specialty Chemicals
BHAGYANGR,Bhagyanagar India Limited,Chemicals,provider,Basic Materials
BHARATCOAL,Bharat Coking Coal Limited,Chemicals,provider,Basic Materials
BHARATRAS,Bharat Rasayan Limited,Chemicals,provider,Basic Materials
BHARATWIRE,Bharat Wire Ropes Limited,Chemicals,provider,Basic Materials
BLACKROSE,Black Rose Inds. Limited,Chemicals,provider,Specialty Chemicals
BMWVENTLTD,BMW Ventures Limited,Chemicals,provider,Basic Materials
BODALCHEM,Bodal Chemicals Limited,Chemicals,provider,Specialty Chemicals
BONLON,Bonlon Industries Limited,Chemicals,provider,Basic Materials
BSHSL,Bombay Super Hybrid Seeds Limited,Chemicals,provider,Basic Materials
BVCL,Barak Valley Cements Limited,Chemicals,provider,Basic Materials
CAMLINFINE,Camlin Fine Sciences Limited,Chemicals,provider,Basic Materials
CENTEXT,Century Extrusions Limited,Chemicals,provider,Basic Materials
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Chemicals,nse_official,Chemicals
CHEMBOND,Chembond Material Technologies Limited,Chemicals,provider,Basic Materials
CHEMBONDCH,Chembond Chemicals Limited,Chemicals,provider,Specialty Chemicals
CHEMCON,Chemcon Speciality Chemicals Limited,Chemicals,provider,Specialty Chemicals
CHEMFAB,Chemfab Alkalis Limited,Chemicals,provider,Basic Materials
CHEMPLASTS,Chemplast Sanmar Limited,Chemicals,provider,Basic Materials
CLEAN,Clean Science and Technology Limited,Chemicals,nse_official,Chemicals
CMPDI,Central Mine Planning & Design Institute Limited,Chemicals,provider,Basic Materials
COROMANDEL,Coromandel International Limited,Chemicals,nse_official,Chemicals
CUBEXTUB,Cubex Tubings Limited,Chemicals,provider,Basic Materials
DAICHI,Dai-Ichi Karkaria Limited,Chemicals,provider,Basic Materials
DCW,DCW Limited,Chemicals,provider,Basic Materials
DDEVPLSTIK,Ddev Plastiks Industries Limited,Chemicals,provider,Basic Materials
DECCANCE,Deccan Cements Limited,Chemicals,provider,Basic Materials
DECNGOLD,Deccan Gold Mines Limited,Chemicals,provider,Basic Materials
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,nse_official,Chemicals
DEEPAKNTR,Deepak Nitrite Limited,Chemicals,nse_official,Chemicals
DHANUKA,Dhanuka Agritech Limited,Chemicals,provider,Basic Materials
DHARMAJ,Dharmaj Crop Guard Limited,Chemicals,provider,Basic Materials
DIAMINESQ,Diamines & Chemicals Limited,Chemicals,provider,Basic Materials
DICIND,DIC India Limited,Chemicals,provider,Basic Materials
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Chemicals,provider,Basic Materials
DSFCL,DCM Shriram Fine Chemicals Limited,Chemicals,provider,Specialty Chemicals
DYNPRO,Dynemic Products Limited,Chemicals,provider,Basic Materials
ELANTAS,Elantas Beck India Limited,Chemicals,provider,Basic Materials
ELECTHERM,Electrotherm (India) Limited,Chemicals,provider,Basic Materials
ELLEN,Ellenbarrie Industrial Gases Limited,Chemicals,nse_official,Chemicals
EPIGRAL,Epigral Limited,Chemicals,provider,Basic Materials
ESTER,Ester Industries Limited,Chemicals,provider,Basic Materials
EUROPRATIK,Euro Pratik Sales Limited,Chemicals,provider,Basic Materials
EXCELINDUS,Excel Industries Limited,Chemicals,provider,Basic Materials
FACT,Fertilizers and Chemicals Travancore Limited,Chemicals,nse_official,Chemicals
FAIRCHEMOR,Fairchem Organics Limited,Chemicals,provider,Specialty Chemicals
FCL,Fineotex Chemical Limited,Chemicals,provider,Basic Materials
FINEORG,Fine Organic Industries Limited,Chemicals,provider,Basic Materials
FLUOROCHEM,Gujarat Fluorochemicals Limited,Chemicals,nse_official,Chemicals
FOSECOIND,Foseco India Limited,Chemicals,provider,Basic Materials
GALAXYSURF,Galaxy Surfactants Limited,Chemicals,provider,Basic Materials
GANESHBE,Ganesh Benzoplast Limited,Chemicals,provider,Specialty Chemicals
GEMAROMA,Gem Aromatics Limited,Chemicals,provider,Basic Materials
GENUSPAPER,Genus Paper & Boards Limited,Chemicals,provider,Basic Materials
GHCL,GHCL Limited,Chemicals,nse_official,Chemicals
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,nse_official,Chemicals
GOACARBON,Goa Carbon Limited,Chemicals,provider,Basic Materials
GOCLCORP,GOCL Corporation Limited,Chemicals,provider,Basic Materials
GODAVARIB,Godavari Biorefineries Limited,Chemicals,provider,Basic Materials
GOODLUCK,Goodluck India Limited,Chemicals,provider,Basic Materials
GOYALALUM,Goyal Aluminiums Limited,Chemicals,provider,Basic Materials
GRAUWEIL,Grauer & Weil India Limited,Chemicals,provider,Basic Materials
GREENPANEL,Greenpanel Industries Limited,Chemicals,provider,Basic Materials
GREENPLY,Greenply Industries Limited,Chemicals,provider,Basic Materials
GSFC,Gujarat State Fertilizers & Chemicals Limited,Chemicals,nse_official,Chemicals
GSLSU,Global Surfaces Limited,Chemicals,provider,Basic Materials
GSPCROP,GSP Crop Science Limited,Chemicals,provider,Basic Materials
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Chemicals,provider,Basic Materials
GULFOILLUB,Gulf Oil Lubricants India Limited,Chemicals,provider,Basic Materials
GULPOLY,Gulshan Polyols Limited,Chemicals,provider,Basic Materials
HARIOMPIPE,Hariom Pipe Industries Limited,Chemicals,provider,Basic Materials
HEIDELBERG,HeidelbergCement India Limited,Chemicals,provider,Basic Materials
HERANBA,Heranba Industries Limited,Chemicals,provider,Basic Materials
HINDCON,Hindcon Chemicals Limited,Chemicals,provider,Basic Materials
HISARMETAL,Hisar Metal Industries Limited,Chemicals,provider,Basic Materials
HITECH,Hi-Tech Pipes Limited,Chemicals,provider,Basic Materials
HPAL,HP Adhesives Limited,Chemicals,provider,Basic Materials
HPIL,Hindprakash Industries Limited,Chemicals,provider,Basic Materials
HSCL,Himadri Speciality Chemical Limited,Chemicals,nse_official,Chemicals
IFGLEXPOR,IFGL Refractories Limited,Chemicals,provider,Basic Materials
IGCL,Indogulf Cropsciences Limited,Chemicals,provider,Basic Materials
IGPL,IG Petrochemicals Limited,Chemicals,provider,Basic Materials
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Chemicals,provider,Basic Materials
INDOAMIN,Indo Amines Limited,Chemicals,provider,Chemicals
INDOBORAX,Indo Borax & Chemicals Limited,Chemicals,provider,Basic Materials
INDOUS,Indo Us Biotech Limited,Chemicals,provider,Basic Materials
INSECTICID,Insecticides (India) Limited,Chemicals,provider,Basic Materials
IPL,India Pesticides Limited,Chemicals,provider,Basic Materials
ISHANCH,Ishan Dyes and Chemicals Limited,Chemicals,provider,Basic Materials
IVP,IVP Limited,Chemicals,provider,Specialty Chemicals
IWP,The Indian Wood Products Company Limited,Chemicals,provider,Basic Materials
JAICORPLTD,Jai Corp Limited,Chemicals,provider,Basic Materials
JAYAGROGN,Jayant Agro Organics Limited,Chemicals,provider,Basic Materials
JGCHEM,J.G.Chemicals Limited,Chemicals,provider,Basic Materials
JOCIL,Jocil Limited,Chemicals,provider,Specialty Chemicals
JTLIND,JTL INDUSTRIES LIMITED,Chemicals,provider,Basic Materials
JUBLINGREA,Jubilant Ingrevia Limited,Chemicals,nse_official,Chemicals
KAMAHOLD,Kama Holdings Limited,Chemicals,manual,
KANCHI,Kanchi Karpooram Limited,Chemicals,manual,
KANORICHEM,Kanoria Chemicals & Industries Limited,Chemicals,provider,Chemicals
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,Chemicals,manual,
KOTARISUG,Kothari Sugars And Chemicals Limited,Chemicals,manual,
KOTYARK,Kotyark Industries Limited,Chemicals,provider,Specialty Chemicals
KREBSBIO,Krebs Biochemicals and Industries Limited,Chemicals,manual,
KRISHANA,Krishana Phoschem Limited,Chemicals,manual,
KRITIKA,Kritika Wires Limited,Chemicals,provider,Basic Materials
KRONOX,Kronox Lab Sciences Limited,Chemicals,provider,Basic Materials
LINDEINDIA,Linde India Limited,Chemicals,nse_official,Chemicals
LORDSCHLO,Lords Chloro Alkali Limited,Chemicals,manual,
LXCHEM,Laxmi Organic Industries Limited,Chemicals,nse_official,Chemicals
MADRASFERT,Madras Fertilizers Limited,Chemicals,manual,
MANORG,Mangalam Organics Limited,Chemicals,manual,
MODIRUBBER,Modi Rubber Limited,Chemicals,manual,
MOL,Meghmani Organics Limited,Chemicals,provider,Basic Materials
MUKANDLTD,Mukand Limited,Chemicals,provider,Basic Materials
NARMADA,Narmada Agrobase Limited,Chemicals,provider,Basic Materials
NAVINFLUOR,Navin Fluorine International Limited,Chemicals,nse_official,Chemicals
NEOGEN,Neogen Chemicals Limited,Chemicals,nse_official,Chemicals
NFL,National Fertilizers Limited,Chemicals,nse_official,Chemicals
NITTAGELA,Nitta Gelatin India Limited,Chemicals,manual,
NOCIL,NOCIL Limited,Chemicals,manual,
NOVAAGRI,Nova Agritech Limited,Chemicals,provider,Agricultural Inputs
OAL,Oriental Aromatics Limited,Chemicals,manual,
OCCLLTD,OCCL Limited,Chemicals,provider,Chemicals
OSWALGREEN,Oswal Greentech Limited,Chemicals,manual,
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Chemicals,manual,
PARADEEP,Paradeep Phosphates Limited,Chemicals,nse_official,Chemicals
PAUSHAKLTD,Paushak Limited,Chemicals,manual,
PCBL,PCBL Chemical Limited,Chemicals,nse_official,Chemicals
PEARLPOLY,Pearl Polymers Limited,Chemicals,manual,
PIDILITIND,Pidilite Industries Limited,Chemicals,nse_official,Chemicals
PIIND,PI Industries Limited,Chemicals,nse_official,Chemicals
PLASTIBLEN,Plastiblends India Limited,Chemicals,provider,Basic Materials
POCL,Pondy Oxides & Chemicals Limited,Chemicals,manual,
PODDARMENT,Poddar Pigments Limited,Chemicals,manual,
PRIMO,Primo Chemicals Limited,Chemicals,manual,
PRIVISCL,Privi Speciality Chemicals Limited,Chemicals,nse_official,Chemicals
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Chemicals,manual,
RAIN,Rain Industries Limited,Chemicals,nse_official,Chemicals
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Chemicals,manual,
RALLIS,Rallis India Limited,Chemicals,nse_official,Chemicals
RAMAPHO,Rama Phosphates Limited,Chemicals,manual,
RCF,Rashtriya Chemicals and Fertilizers Limited,Chemicals,nse_official,Chemicals
RELCHEMQ,Reliance Chemotex Industries Limited,Chemicals,manual,
RUBFILA,Rubfila International Limited,Chemicals,provider,Basic Materials
SADHNANIQ,Sadhana Nitrochem Limited,Chemicals,provider,Chemicals
SALASAR,Salasar Techno Engineering Limited,Chemicals,provider,Basic Materials
SANGINITA,Sanginita Chemicals Limited,Chemicals,provider,Chemicals
SANSTAR,Sanstar Limited,Chemicals,provider,Basic Materials
SATIA,Satia Industries Limited,Chemicals,provider,Basic Materials
SCODATUBES,Scoda Tubes Limited,Chemicals,provider,Basic Materials
SESHAPAPER,Seshasayee Paper and Boards Limited,Chemicals,provider,Basic Materials
SEYAIND,Seya Industries Limited,Chemicals,provider,Specialty Chemicals
SHALPAINTS,Shalimar Paints Limited,Chemicals,provider,Specialty Chemicals
SHARDACROP,Sharda Cropchem Limited,Chemicals,nse_official,Chemicals
SHIVALIK,Shivalik Rasayan Limited,Chemicals,provider,Agricultural Inputs
SHIVAUM,Shiv Aum Steels Limited,Chemicals,provider,Basic Materials
SHK,S H Kelkar and Company Limited,Chemicals,manual,
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Chemicals,provider,Basic Materials
SIKKO,Sikko Industries Limited,Chemicals,provider,Agricultural Inputs
SIRCA,Sirca Paints India Limited,Chemicals,manual,
SOLARINDS,Solar Industries India Limited,Chemicals,nse_official,Chemicals
SPLPETRO,Supreme Petrochem Limited,Chemicals,nse_official,Chemicals
SRD,Shankar Lal Rampal Dye-Chem Limited,Chemicals,manual,
SRF,SRF Limited,Chemicals,nse_official,Chemicals
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Chemicals,provider,Basic Materials
STALLION,Stallion India Fluorochemicals Limited,Chemicals,provider,Specialty Chemicals
STYRENIX,Styrenix Performance Materials Limited,Chemicals,nse_official,Chemicals
SUDARCOLOR,Sudarshan Colorants India Limited,Chemicals,manual,
SUDARSCHEM,Sudarshan Chemical Industries Limited,Chemicals,nse_official,Chemicals
SUDEEPPHRM,Sudeep Pharma Limited,Chemicals,nse_official,Chemicals
SUKHJITS,Sukhjit Starch & Chemicals Limited,Chemicals,manual,
SUMICHEM,Sumitomo Chemical India Limited,Chemicals,nse_official,Chemicals
SWANCORP,SWAN CORP LIMITED,Chemicals,nse_official,Chemicals
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Chemicals,provider,Basic Materials
TATACHEM,Tata Chemicals Limited,Chemicals,nse_official,Chemicals
TINNARUBR,Tinna Rubber and Infrastructure Limited,Chemicals,manual,
TIRUMALCHM,Thirumalai Chemicals Limited,Chemicals,manual,
TNPETRO,Tamilnadu PetroProducts Limited,Chemicals,provider,Basic Materials
TRANSPEK,Transpek Industry Limited,Chemicals,provider,Chemicals
ULTRAMAR,Ultramarine & Pigments Limited,Chemicals,manual,
ADL,Archidply Decor Limited,Consumer Durables,provider,"Furnishings, Fixtures & Appliances"
AMBER,Amber Enterprises India Limited,Consumer Durables,nse_official,Consumer Durables
ASIANPAINT,Asian Paints Limited,Consumer Durables,nse_official,Consumer Durables
BAJAJELEC,Bajaj Electricals Limited,Consumer Durables,nse_official,Consumer Durables
BATAINDIA,Bata India Limited,Consumer Durables,nse_official,Consumer Durables
BERGEPAINT,Berger Paints (I) Limited,Consumer Durables,nse_official,Consumer Durables
BLUESTARCO,Blue Star Limited,Consumer Durables,nse_official,Consumer Durables
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Consumer Durables,nse_official,Consumer Durables
CAMPUS,Campus Activewear Limited,Consumer Durables,nse_official,Consumer Durables
CELLO,Cello World Limited,Consumer Durables,nse_official,Consumer Durables
CENTURYPLY,Century Plyboards (India) Limited,Consumer Durables,nse_official,Consumer Durables
CERA,Cera Sanitaryware Limited,Consumer Durables,nse_official,Consumer Durables
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Durables,nse_official,Consumer Durables
DIXON,Dixon Technologies (India) Limited,Consumer Durables,nse_official,Consumer Durables
ETHOSLTD,Ethos Limited,Consumer Durables,nse_official,Consumer Durables
EUREKAFORB,Eureka Forbes Limited,Consumer Durables,nse_official,Consumer Durables
FOCUS,Focus Lighting and Fixtures Limited,Consumer Durables,provider,"Furnishings, Fixtures & Appliances"
HAVELLS,Havells India Limited,Consumer Durables,nse_official,Consumer Durables
IFBIND,IFB Industries Limited,Consumer Durables,nse_official,Consumer Durables
INDIGOPNTS,Indigo Paints Limited,Consumer Durables,nse_official,Consumer Durables
JSWDULUX,JSW Dulux Limited,Consumer Durables,nse_official,Consumer Durables
KAJARIACER,Kajaria Ceramics Limited,Consumer Durables,nse_official,Consumer Durables
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Durables,nse_official,Consumer Durables
KANSAINER,Kansai Nerolac Paints Limited,Consumer Durables,nse_official,Consumer Durables
KDDL,KDDL Limited,Consumer Durables,manual,
LAOPALA,La Opala RG Limited,Consumer Durables,manual,
LGEINDIA,LG Electronics India Limited,Consumer Durables,nse_official,Consumer Durables
NILKAMAL,Nilkamal Limited,Consumer Durables,manual,
PALREDTEC,Palred Technologies Limited,Consumer Durables,provider,Consumer Electronics
PCJEWELLER,PC Jeweller Limited,Consumer Durables,nse_official,Consumer Durables
PGEL,PG Electroplast Limited,Consumer Durables,nse_official,Consumer Durables
PNGJL,P N Gadgil Jewellers Limited,Consumer Durables,nse_official,Consumer Durables
PRITI,Priti International Limited,Consumer Durables,provider,"Furnishings, Fixtures & Appliances"
REDTAPE,Redtape Limited,Consumer Durables,nse_official,Consumer Durables
RELAXO,Relaxo Footwears Limited,Consumer Durables,nse_official,Consumer Durables
SAFARI,Safari Industries (India) Limited,Consumer Durables,nse_official,Consumer Durables
SENCO,Senco Gold Limited,Consumer Durables,nse_official,Consumer Durables
SFL,Sheela Foam Limited,Consumer Durables,nse_official,Consumer Durables
SHAILY,Shaily Engineering Plastics Limited,Consumer Durables,nse_official,Consumer Durables
SINGERIND,Singer India Limited,Consumer Durables,manual,
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Consumer Durables,nse_official,Consumer Durables
SONAMLTD,SONAM LIMITED,Consumer Durables,manual,
STOVEKRAFT,Stove Kraft Limited,Consumer Durables,manual,
SYMPHONY,Symphony Limited,Consumer Durables,manual,
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Durables,nse_official,Consumer Durables
TIMEX,Timex Group India Limited,Consumer Durables,manual,
TITAN,Titan Company Limited,Consumer Durables,nse_official,Consumer Durables
ABCOTS,A B Cotspin India Limited,Consumer Services,provider,Consumer Cyclical
ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Services,nse_official,Consumer Services
ABLBL,Aditya Birla Lifestyle Brands Limited,Consumer Services,nse_official,Consumer Services
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Consumer Services,provider,Consumer Cyclical
ADVENTHTL,Advent Hotels International Limited,Consumer Services,provider,Consumer Cyclical
AERONEU,Aeroflex Neu Limited,Consumer Services,provider,Consumer Cyclical
AGI,AGI Greenpac Limited,Consumer Services,provider,Consumer Cyclical
AHLEAST,Asian Hotels (East) Limited,Consumer Services,provider,Consumer Cyclical
AHLWEST,Asian Hotels (West) Limited,Consumer Services,provider,Lodging
AIROLAM,Airo Lam limited,Consumer Services,provider,Consumer Cyclical
AKI,AKI India Limited,Consumer Services,provider,Consumer Cyclical
AKSHAR,Akshar Spintex Limited,Consumer Services,provider,Consumer Cyclical
AMBIKCO,Ambika Cotton Mills Limited,Consumer Services,provider,Consumer Cyclical
AMDIND,AMD Industries Limited,Consumer Services,provider,Consumer Cyclical
ANTGRAPHIC,Antarctica Limited,Consumer Services,provider,Consumer Cyclical
APTECHT,Aptech Limited,Consumer Services,provider,Education & Training Services
ARCHIES,Archies Limited,Consumer Services,provider,Consumer Cyclical
ARVINDFASN,Arvind Fashions Limited,Consumer Services,nse_official,Consumer Services
ASAL,Automotive Stampings and Assemblies Limited,Consumer Services,provider,Consumer Cyclical
ASIANHOTNR,Asian Hotels (North) Limited,Consumer Services,provider,Consumer Cyclical
ASTAR,Asian Star Company Limited,Consumer Services,manual,
ATLASCYCLE,Atlas Cycles (Haryana) Limited,Consumer Services,provider,Consumer Cyclical
ATULAUTO,Atul Auto Limited,Consumer Services,provider,Consumer Cyclical
AUTOAXLES,Automotive Axles Limited,Consumer Services,provider,Consumer Cyclical
AUTOIND,Autoline Industries Limited,Consumer Services,provider,Consumer Cyclical
AVL,Aditya Vision Limited,Consumer Services,nse_official,Consumer Services
AVROIND,AVRO INDIA LIMITED,Consumer Services,provider,Consumer Cyclical
AXITA,Axita Cotton Limited,Consumer Services,provider,Consumer Cyclical
AYMSYNTEX,AYM Syntex Limited,Consumer Services,provider,Consumer Cyclical
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,Consumer Services,provider,Consumer Cyclical
BALKRISHNA,Balkrishna Paper Mills Limited,Consumer Services,provider,Consumer Cyclical
BANARBEADS,Banaras Beads Limited,Consumer Services,provider,Consumer Cyclical
BANG,Bang Overseas Limited,Consumer Services,provider,Consumer Cyclical
BANSWRAS,Banswara Syntex Limited,Consumer Services,provider,Consumer Cyclical
BBTCL,B&B Triplewall Containers Limited,Consumer Services,provider,Consumer Cyclical
BCONCEPTS,Brand Concepts Limited,Consumer Services,provider,Consumer Cyclical
BELLACASA,Bella Casa Fashion & Retail Limited,Consumer Services,provider,Consumer Cyclical
BENGALASM,Bengal & Assam Company Limited,Consumer Services,provider,Consumer Cyclical
BHANDARI,Bhandari Hosiery Exports Limited,Consumer Services,provider,Consumer Cyclical
BHARATSE,Bharat Seats Limited,Consumer Services,provider,Consumer Cyclical
BIL,Bhartiya International Limited,Consumer Services,provider,Consumer Cyclical
BIMETAL,Bimetal Bearings Limited,Consumer Services,provider,Consumer Cyclical
BLS,BLS International Services Limited,Consumer Services,nse_official,Consumer Services
BLUECOAST,Blue Coast Hotels Limited,Consumer Services,provider,Lodging
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Consumer Services,provider,Consumer Cyclical
BORANA,Borana Weaves Limited,Consumer Services,provider,Consumer Cyclical
BOROLTD,Borosil Limited,Consumer Services,provider,Consumer Cyclical
BOROSCI,Borosil Scientific Limited,Consumer Services,provider,Consumer Cyclical
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,Consumer Services,provider,Consumer Cyclical
