regime,horizon,symbol,sector,setup,setup_bucket,scan_date,entry_date,exit_date,entry,stop_loss,target,exit_price,exit_reason,return_pct,gross_return_pct,confidence,risk_dist_pct,reward_dist_pct,planned_rr
bear_down 2024-06..09,SWING,NSE:ANURAS,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-07-23,2024-07-23,2024-08-12,799.09,727.92,882.24,773.2,TIME_EXIT,-3.44,-3.14,63.82,8.91,10.41,1.17
bear_down 2024-06..09,SWING,NSE:ANANTRAJ,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2024-07-23,2024-07-23,2024-08-12,516.44,423.48,762.28,506.69,TIME_EXIT,-2.09,-1.79,60.3,18.0,47.6,2.64
bear_down 2024-06..09,SWING,NSE:AMBUJACEM,Cement,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2024-07-23,2024-07-23,2024-08-04,689.17,639.12,846.64,638.8,STOP_LOSS,-7.51,-7.22,55.63,7.26,22.85,3.15
bear_down 2024-06..09,SWING,NSE:APLLTD,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2024-07-23,2024-07-23,2024-08-12,1061.63,843.25,1349.69,1055.88,TIME_EXIT,-0.74,-0.44,52.84,20.57,27.13,1.32
bear_down 2024-06..09,SWING,NSE:ANGELONE,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2024-07-23,2024-07-23,2024-08-12,217.7,194.41,322.85,202.23,TIME_EXIT,-7.3,-7.01,44.05,10.7,48.3,4.51
bear_down 2024-06..09,SWING,NSE:ADANIENSOL,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-01,2024-08-01,2024-08-01,1250.62,931.52,1224.24,1223.63,TARGET_HIT,-2.36,-2.06,87.88,25.52,2.11,0.08
bear_down 2024-06..09,SWING,NSE:AJANTPHARM,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-01,2024-08-01,2024-08-01,2696.37,2059.46,2517.34,2516.08,TARGET_HIT,-6.89,-6.59,82.96,23.62,6.64,0.28
bear_down 2024-06..09,SWING,NSE:360ONE,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-01,2024-08-01,2024-08-22,1078.47,894.89,1178.85,1066.15,TIME_EXIT,-1.34,-1.04,81.54,17.02,9.31,0.55
bear_down 2024-06..09,SWING,NSE:ADANIPORTS,Infra,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-01,2024-08-01,2024-08-22,1573.09,1406.94,1703.14,1483.34,TIME_EXIT,-5.91,-5.61,81.32,10.56,8.27,0.78
bear_down 2024-06..09,SWING,NSE:ADANIENT,Infra,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2024-08-01,2024-08-01,2024-08-22,3200.01,2873.64,3687.28,3073.29,TIME_EXIT,-4.16,-3.86,68.72,10.2,15.23,1.49
bear_down 2024-06..09,SWING,NSE:AIAENG,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-12,2024-08-12,2024-09-02,4740.95,4056.62,4983.78,4373.08,TIME_EXIT,-7.96,-7.67,94.53,14.43,5.12,0.35
bear_down 2024-06..09,SWING,NSE:AJANTPHARM,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-12,2024-08-12,2024-08-12,3007.63,2142.09,2934.09,2932.62,TARGET_HIT,-2.69,-2.4,75.89,28.78,2.45,0.08
bear_down 2024-06..09,SWING,NSE:AEROFLEX,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-12,2024-08-12,2024-09-02,163.64,143.1,199.98,178.02,TIME_EXIT,8.59,8.89,71.88,12.55,22.21,1.77
bear_down 2024-06..09,SWING,NSE:ALKEM,Pharma,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2024-08-12,2024-08-12,2024-08-21,5637.1,4910.51,5752.43,5749.55,TARGET_HIT,1.79,2.1,66.0,12.89,2.05,0.16
bear_down 2024-06..09,SWING,NSE:AARTIIND,Chemicals,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2024-08-12,2024-08-12,2024-08-12,714.45,623.73,1102.01,623.42,STOP_LOSS,-12.94,-12.65,73.1,12.7,54.25,4.27
bear_down 2024-06..09,SWING,NSE:ACI,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-22,2024-08-22,2024-09-11,811.49,664.94,1112.94,706.38,TIME_EXIT,-13.15,-12.87,88.73,18.06,37.15,2.06
bear_down 2024-06..09,SWING,NSE:ABBOTINDIA,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-22,2024-08-22,2024-09-11,28770.48,26274.09,33419.49,29268.17,TIME_EXIT,1.53,1.83,82.49,8.68,16.16,1.86
bear_down 2024-06..09,SWING,NSE:AEROFLEX,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-22,2024-08-22,2024-09-04,167.84,145.04,184.88,184.79,TARGET_HIT,9.9,10.21,78.83,13.58,10.15,0.75
bear_down 2024-06..09,SWING,NSE:AGI,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-22,2024-08-22,2024-08-22,904.61,712.72,900.2,899.75,TARGET_HIT,-0.74,-0.44,72.1,21.21,0.49,0.02
bear_down 2024-06..09,SWING,NSE:ABSLAMC,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2024-08-22,2024-08-22,2024-09-11,735.91,596.69,929.01,733.81,TIME_EXIT,-0.49,-0.19,66.3,18.92,26.24,1.39
bull_validation 2026-01..04,SWING,NSE:AIIL,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-01-15,2026-01-15,2026-01-22,650.32,536.1,719.66,535.83,STOP_LOSS,-17.81,-17.52,76.98,17.56,10.66,0.61
bull_validation 2026-01..04,SWING,NSE:AARTIPHARM,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-01-15,2026-01-15,2026-02-05,795.51,717.53,839.97,774.77,TIME_EXIT,-2.81,-2.51,46.6,9.8,5.59,0.57
bull_validation 2026-01..04,SWING,NSE:ANGELONE,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-01-15,2026-01-15,2026-02-01,254.81,224.99,315.39,224.88,STOP_LOSS,-11.95,-11.66,42.64,11.7,23.77,2.03
bull_validation 2026-01..04,SWING,NSE:AETHER,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-01-15,2026-01-15,2026-01-15,1006.4,790.95,978.67,978.18,TARGET_HIT,-3.0,-2.71,58.43,21.41,2.76,0.13
bull_validation 2026-01..04,SWING,NSE:APLAPOLLO,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-01-15,2026-01-15,2026-02-05,1944.97,1746.99,2348.83,2196.9,TIME_EXIT,12.75,13.07,51.84,10.18,20.76,2.04
bull_validation 2026-01..04,SWING,NSE:APLAPOLLO,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-01-27,2026-01-27,2026-02-16,2071.03,1839.5,2327.7,2223.39,TIME_EXIT,7.16,7.46,77.46,11.18,12.39,1.11
bull_validation 2026-01..04,SWING,NSE:AETHER,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-01-27,2026-01-27,2026-02-16,993.15,824.99,1456.23,977.21,TIME_EXIT,-1.8,-1.51,56.76,16.93,46.63,2.75
bull_validation 2026-01..04,SWING,NSE:ACUTAAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-01-27,2026-01-27,2026-02-16,1748.87,1560.97,2412.69,2074.86,TIME_EXIT,18.44,18.76,45.73,10.74,37.96,3.53
bull_validation 2026-01..04,SWING,NSE:ACI,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-01-27,2026-01-27,2026-02-16,569.28,498.3,763.1,569.57,TIME_EXIT,-0.15,0.15,39.77,12.47,34.05,2.73
bull_validation 2026-01..04,SWING,NSE:AJANTPHARM,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-01-27,2026-01-27,2026-02-16,2713.06,2644.13,3446.01,2956.32,TIME_EXIT,8.77,9.08,37.97,2.54,27.02,10.63
bull_validation 2026-01..04,SWING,NSE:AARTIIND,Chemicals,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-05,2026-02-05,2026-02-05,451.43,331.25,416.33,416.12,TARGET_HIT,-8.02,-7.73,76.37,26.62,7.78,0.29
bull_validation 2026-01..04,SWING,NSE:ANTHEM,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-05,2026-02-05,2026-02-25,627.31,575.79,748.63,703.15,TIME_EXIT,11.89,12.2,62.64,8.21,19.34,2.35
bull_validation 2026-01..04,SWING,NSE:ANURAS,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-05,2026-02-05,2026-02-25,1311.16,1194.32,1691.04,1251.07,TIME_EXIT,-4.78,-4.49,58.63,8.91,28.97,3.25
bull_validation 2026-01..04,SWING,NSE:ABB,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-05,2026-02-05,2026-02-05,5748.37,4587.01,5783.05,5780.16,TARGET_HIT,0.35,0.65,55.85,20.2,0.6,0.03
bull_validation 2026-01..04,SWING,NSE:AJANTPHARM,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-05,2026-02-05,2026-02-24,2829.71,2641.12,3019.44,3017.93,TARGET_HIT,6.45,6.76,52.2,6.66,6.7,1.01
bull_validation 2026-01..04,SWING,NSE:AJANTPHARM,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-16,2026-02-16,2026-02-18,2978.49,2601.1,2986.3,2984.81,TARGET_HIT,0.01,0.31,62.66,12.67,0.26,0.02
bull_validation 2026-01..04,SWING,NSE:ACUTAAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-02-16,2026-02-16,2026-03-09,2040.02,1556.62,3002.94,2226.79,TIME_EXIT,8.96,9.26,56.52,23.7,47.2,1.99
bull_validation 2026-01..04,SWING,NSE:ABSLAMC,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-02-16,2026-02-16,2026-03-09,880.44,735.65,936.37,935.9,TARGET_HIT,6.1,6.41,55.6,16.45,6.35,0.39
bull_validation 2026-01..04,SWING,NSE:AMBER,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-02-16,2026-02-16,2026-02-16,7758.38,5116.55,6637.35,6634.03,TARGET_HIT,-14.69,-14.41,52.3,34.05,14.45,0.42
bull_validation 2026-01..04,SWING,NSE:AARTIIND,Chemicals,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-02-16,2026-02-16,2026-02-16,451.23,324.6,428.88,428.67,TARGET_HIT,-5.2,-4.9,50.17,28.06,4.95,0.18
bull_validation 2026-01..04,SWING,NSE:AGIIL,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-25,2026-02-25,2026-03-18,310.1,227.99,326.31,306.15,TIME_EXIT,-1.48,-1.18,77.09,26.48,5.23,0.2
bull_validation 2026-01..04,SWING,NSE:AEGISVOPAK,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-02-25,2026-02-25,2026-03-03,235.12,202.96,270.12,202.86,STOP_LOSS,-13.92,-13.63,45.5,13.68,14.89,1.09
bull_validation 2026-01..04,SWING,NSE:ABCAPITAL,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-02-25,2026-02-25,2026-03-08,354.18,315.52,410.44,315.36,STOP_LOSS,-11.16,-10.87,63.37,10.92,15.88,1.46
bull_validation 2026-01..04,SWING,NSE:APARINDS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-02-25,2026-02-25,2026-03-18,10605.3,7337.6,16072.2,9593.2,TIME_EXIT,-9.74,-9.45,60.68,30.81,51.55,1.67
bull_validation 2026-01..04,SWING,NSE:ACUTAAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-02-25,2026-02-25,2026-03-18,2166.98,1806.54,2456.38,2240.18,TIME_EXIT,3.18,3.48,59.45,16.63,13.35,0.8
bull_validation 2026-01..04,SWING,NSE:AETHER,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-03-09,2026-03-09,2026-03-23,990.6,886.31,1197.67,1197.07,TARGET_HIT,20.64,20.96,51.83,10.53,20.9,1.99
bull_validation 2026-01..04,SWING,NSE:ANANDRATHI,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-09,2026-03-09,2026-03-19,3166.37,2907.69,3267.41,2906.24,STOP_LOSS,-8.42,-8.12,52.75,8.17,3.19,0.39
bull_validation 2026-01..04,SWING,NSE:AJANTPHARM,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-09,2026-03-09,2026-03-22,2980.49,2814.24,3399.08,2812.83,STOP_LOSS,-5.83,-5.53,48.57,5.58,14.04,2.52
bull_validation 2026-01..04,SWING,NSE:ACUTAAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-09,2026-03-09,2026-03-31,2202.1,1963.55,2610.35,2609.04,TARGET_HIT,18.28,18.6,47.48,10.83,18.54,1.71
bull_validation 2026-01..04,SWING,NSE:AMBER,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_BEARISH_BOS,BOS_other,2026-03-09,2026-03-09,2026-03-12,7503.75,6624.66,11304.02,6621.35,STOP_LOSS,-11.96,-11.67,42.88,11.72,50.64,4.32
bull_validation 2026-01..04,SWING,NSE:ADANIENSOL,Unknown,SMC_SWING_BULLISH_BULLISH_CHOCH,CHOCH_reversal,2026-03-18,2026-03-18,2026-03-22,1015.01,996.1,1158.5,995.6,STOP_LOSS,-2.11,-1.81,59.57,1.86,14.14,7.59
bull_validation 2026-01..04,SWING,NSE:360ONE,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-03-18,2026-03-18,2026-03-22,1053.51,999.75,1498.63,999.25,STOP_LOSS,-5.35,-5.06,40.16,5.1,42.25,8.28
bull_validation 2026-01..04,SWING,NSE:AETHER,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-18,2026-03-18,2026-03-23,1047.87,883.77,1227.69,1227.08,TARGET_HIT,16.9,17.22,61.63,15.66,17.16,1.1
bull_validation 2026-01..04,SWING,NSE:ACUTAAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-18,2026-03-18,2026-03-24,2178.49,2016.89,2563.53,2562.25,TARGET_HIT,17.42,17.73,56.63,7.42,17.67,2.38
bull_validation 2026-01..04,SWING,NSE:ABB,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-18,2026-03-18,2026-04-12,6238.62,5642.94,7602.82,6797.29,TIME_EXIT,8.76,9.06,53.99,9.55,21.87,2.29
bull_validation 2026-01..04,SWING,NSE:AFFLE,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-03-31,2026-03-31,2026-04-22,1458.33,1242.9,1844.1,1432.08,TIME_EXIT,-2.0,-1.7,49.84,14.77,26.45,1.79
bull_validation 2026-01..04,SWING,NSE:ANTHEM,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-03-31,2026-03-31,2026-04-22,669.73,604.94,875.18,740.28,TIME_EXIT,10.33,10.64,41.82,9.67,30.68,3.17
bull_validation 2026-01..04,SWING,NSE:ACUTAAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-31,2026-03-31,2026-04-22,2627.31,2003.07,2659.59,2385.51,TIME_EXIT,-9.4,-9.11,62.98,23.76,1.23,0.05
bull_validation 2026-01..04,SWING,NSE:AIAENG,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-03-31,2026-03-31,2026-04-22,3661.83,3226.62,4709.34,4077.56,TIME_EXIT,11.15,11.46,49.22,11.89,28.61,2.41
bull_validation 2026-01..04,SWING,NSE:ACMESOLAR,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2026-03-31,2026-03-31,2026-04-05,270.08,201.42,282.74,282.6,TARGET_HIT,4.43,4.74,41.58,25.42,4.69,0.18
bull_validation 2026-01..04,SWING,NSE:ADANIENSOL,Unknown,SMC_SWING_STRONG_BULL_BULLISH_BOS,BOS_continuation,2026-04-12,2026-04-12,2026-04-21,1120.56,1100.01,1331.57,1330.9,TARGET_HIT,18.57,18.89,96.11,1.83,18.83,10.27
bull_validation 2026-01..04,SWING,NSE:ABB,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-04-12,2026-04-12,2026-04-21,6700.96,5854.79,7334.79,7331.12,TARGET_HIT,9.2,9.51,85.61,12.63,9.46,0.75
bull_validation 2026-01..04,SWING,NSE:ADANIPOWER,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-04-12,2026-04-12,2026-04-19,172.09,136.49,206.13,206.03,TARGET_HIT,19.52,19.84,75.51,20.69,19.78,0.96
bull_validation 2026-01..04,SWING,NSE:ABDL,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2026-04-12,2026-04-12,2026-04-16,500.25,378.58,566.98,566.7,TARGET_HIT,13.08,13.4,74.76,24.32,13.34,0.55
bull_validation 2026-01..04,SWING,NSE:APARINDS,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2026-04-12,2026-04-12,2026-05-03,11077.54,8775.57,12953.29,12435.78,TIME_EXIT,12.06,12.37,74.61,20.78,16.93,0.81
choppy_recovery 2025-02..05,SWING,NSE:ABDL,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-02,2025-02-02,2025-02-10,395.9,350.18,578.18,350.0,STOP_LOSS,-11.79,-11.5,52.16,11.55,46.04,3.99
choppy_recovery 2025-02..05,SWING,NSE:AARTIIND,Chemicals,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-02,2025-02-02,2025-02-05,444.09,386.6,475.84,475.6,TARGET_HIT,6.9,7.2,41.35,12.95,7.15,0.55
choppy_recovery 2025-02..05,SWING,NSE:ABREL,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-02,2025-02-02,2025-02-20,2149.15,1780.26,2880.78,2059.57,TIME_EXIT,-4.37,-4.07,35.15,17.16,34.04,1.98
choppy_recovery 2025-02..05,SWING,NSE:ABBOTINDIA,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-02,2025-02-02,2025-02-20,25549.21,24876.86,37548.74,28530.12,TIME_EXIT,11.47,11.78,34.78,2.63,46.97,17.85
choppy_recovery 2025-02..05,SWING,NSE:ABCAPITAL,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-02,2025-02-02,2025-02-10,175.89,161.82,209.34,161.74,STOP_LOSS,-8.24,-7.95,33.49,8.0,19.02,2.38
choppy_recovery 2025-02..05,SWING,NSE:AARTIPHARM,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-11,2025-02-11,2025-03-04,704.54,557.53,855.65,754.82,TIME_EXIT,6.94,7.24,51.52,20.87,21.45,1.03
choppy_recovery 2025-02..05,SWING,NSE:ADANIENT,Infra,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-11,2025-02-11,2025-02-13,2325.01,2180.2,2591.16,2179.11,STOP_LOSS,-6.48,-6.18,49.08,6.23,11.45,1.84
choppy_recovery 2025-02..05,SWING,NSE:ABBOTINDIA,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-11,2025-02-11,2025-03-04,28606.08,24855.69,34280.65,31000.61,TIME_EXIT,8.17,8.48,48.09,13.11,19.84,1.51
choppy_recovery 2025-02..05,SWING,NSE:AIIL,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-11,2025-02-11,2025-02-16,344.96,314.42,488.7,314.26,STOP_LOSS,-9.1,-8.81,37.84,8.85,41.67,4.71
choppy_recovery 2025-02..05,SWING,NSE:AFFLE,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-11,2025-02-11,2025-02-27,1560.78,1421.74,1901.78,1421.03,STOP_LOSS,-9.15,-8.86,33.77,8.91,21.85,2.45
choppy_recovery 2025-02..05,SWING,NSE:ANANDRATHI,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2025-02-20,2025-02-20,2025-03-11,1926.37,1668.52,2279.8,1667.69,STOP_LOSS,-13.63,-13.34,64.56,13.39,18.35,1.37
choppy_recovery 2025-02..05,SWING,NSE:APLAPOLLO,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-20,2025-02-20,2025-03-16,1495.53,1259.1,1966.42,1405.79,TIME_EXIT,-6.2,-5.91,55.06,15.81,31.49,1.99
choppy_recovery 2025-02..05,SWING,NSE:AARTIPHARM,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-20,2025-02-20,2025-02-20,771.66,511.48,769.76,769.38,TARGET_HIT,-0.5,-0.2,54.73,33.72,0.25,0.01
choppy_recovery 2025-02..05,SWING,NSE:ACE,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-20,2025-02-20,2025-02-27,1255.95,1094.14,1690.86,1093.59,STOP_LOSS,-13.13,-12.84,35.66,12.88,34.63,2.69
choppy_recovery 2025-02..05,SWING,NSE:AEGISLOG,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-02-20,2025-02-20,2025-03-16,723.68,593.71,965.03,740.76,TIME_EXIT,2.16,2.46,34.46,17.96,33.35,1.86
choppy_recovery 2025-02..05,SWING,NSE:ANURAS,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_CHOCH,CHOCH_reversal,2025-03-04,2025-03-04,2025-03-25,718.59,593.62,1136.74,758.97,TIME_EXIT,5.42,5.73,65.62,17.39,58.19,3.35
choppy_recovery 2025-02..05,SWING,NSE:ANANDRATHI,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-04,2025-03-04,2025-03-11,1982.69,1686.42,2066.98,1685.58,STOP_LOSS,-15.19,-14.9,53.38,14.94,4.25,0.28
choppy_recovery 2025-02..05,SWING,NSE:ADANIPOWER,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-04,2025-03-04,2025-03-25,96.85,93.0,120.72,99.52,TIME_EXIT,2.56,2.86,30.44,3.98,24.65,6.2
choppy_recovery 2025-02..05,SWING,NSE:360ONE,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-04,2025-03-04,2025-03-11,966.54,844.14,1363.9,843.72,STOP_LOSS,-12.91,-12.62,26.6,12.66,41.11,3.25
choppy_recovery 2025-02..05,SWING,NSE:AIIL,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-04,2025-03-04,2025-03-25,298.05,260.73,563.45,305.69,TIME_EXIT,2.36,2.67,26.32,12.52,89.05,7.11
choppy_recovery 2025-02..05,SWING,NSE:ADANIGREEN,Energy,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2025-03-16,2025-03-16,2025-04-06,874.09,751.37,1181.89,872.86,TIME_EXIT,-0.34,-0.04,42.83,14.04,35.21,2.51
choppy_recovery 2025-02..05,SWING,NSE:AAVAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-16,2025-03-16,2025-03-16,1877.64,1630.73,1878.69,1877.75,TARGET_HIT,-0.19,0.11,56.39,13.15,0.06,0.0
choppy_recovery 2025-02..05,SWING,NSE:ANURAS,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-16,2025-03-16,2025-03-18,785.58,586.67,790.35,789.95,TARGET_HIT,0.36,0.66,39.87,25.32,0.61,0.02
choppy_recovery 2025-02..05,SWING,NSE:ACC,Cement,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-16,2025-03-16,2025-04-06,1850.41,1764.86,2210.54,1920.38,TIME_EXIT,3.58,3.89,38.83,4.62,19.46,4.21
choppy_recovery 2025-02..05,SWING,NSE:AARTIPHARM,Unknown,SMC_SWING_SCORE_70_HIGH_CONVICTION_NEUTRAL,other,2025-03-16,2025-03-16,2025-04-06,741.24,676.94,1127.82,676.6,STOP_LOSS,-8.92,-8.63,37.06,8.67,52.15,6.01
choppy_recovery 2025-02..05,SWING,NSE:ABBOTINDIA,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2025-03-25,2025-03-25,2025-04-06,30688.14,28034.75,38651.15,28020.73,STOP_LOSS,-8.89,-8.6,61.49,8.65,25.95,3.0
choppy_recovery 2025-02..05,SWING,NSE:AHLUCONT,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2025-03-25,2025-03-25,2025-04-20,836.01,621.74,1078.7,917.43,TIME_EXIT,9.54,9.85,55.0,25.63,29.03,1.13
choppy_recovery 2025-02..05,SWING,NSE:ABCAPITAL,Unknown,SMC_SWING_SCORE_100_HIGH_CONVICTION_BULLISH_BOS,BOS_continuation,2025-03-25,2025-03-25,2025-04-01,181.59,149.07,189.59,189.5,TARGET_HIT,4.15,4.46,52.11,17.91,4.41,0.25
